TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
5;F;0;1;1;1;3;1;1;0;42;SC;548.6;613.5;507;476.8;580
4;F;0;3;1;2;0;2;1;0;29;BA;400.2;403.3;379.6;480.8;260
10;F;1;3;1;1;7;1;1;0;29;BA;428.5;613;485;419.4;540
2;M;0;3;1;2;0;4;1;0;21;MA;623.3;663.2;643.5;577.4;680
5;F;0;3;1;1;1;1;1;0;13;AM;;;;;
2;F;0;1;1;2;0;1;1;0;31;MG;432.1;582.9;581.9;540.7;320
2;M;0;3;1;2;0;2;1;0;35;SP;413.2;475;421.6;464.1;0
3;F;0;3;1;2;0;4;1;0;24;RN;443.2;525.4;527.9;405.6;800
5;M;0;3;1;1;2;1;;0;31;MG;680;675.3;643;763.4;780
11;F;0;2;1;1;11;1;1;0;43;RS;;;;;
10;F;1;2;1;1;8;1;1;0;51;MT;487.4;598;529.6;512.3;300
4;F;0;0;1;1;2;1;;0;41;PR;;;;;
2;F;0;4;1;2;0;2;1;0;22;PI;458.7;573.4;528.1;534;340
3;M;0;3;1;2;0;2;1;0;23;CE;444.7;560.6;546.4;424.4;520
5;F;0;1;1;1;2;1;1;0;35;SP;;;;;
12;F;;1;1;3;0;1;;0;52;GO;453.2;570.2;500.3;562.9;460
4;M;0;3;1;1;1;1;1;0;23;CE;;;;;
3;F;0;1;1;1;1;1;;0;42;SC;499.2;590.3;529.1;433.7;620
13;M;0;1;1;1;12;1;1;0;26;PE;438.5;651.2;533.2;664.3;640
8;M;0;3;1;1;6;1;1;0;53;DF;;;;;
4;F;0;1;1;1;1;1;;0;43;RS;;;;;
11;F;0;2;1;1;11;1;3;0;24;RN;567.1;627.6;580.2;577.4;460
5;M;0;3;1;1;2;1;;0;15;PA;517.9;492.9;362.2;491.4;380
3;F;0;1;1;1;2;1;1;0;42;SC;;;;;
14;F;0;3;1;1;12;1;;0;53;DF;443.4;520.5;369.3;425.5;300
5;F;0;3;1;2;0;2;1;0;31;MG;;;;;
3;F;0;3;1;2;0;2;1;0;21;MA;383.1;556.5;462.4;425.9;320
5;F;0;3;1;1;3;1;1;0;23;CE;;;;;
2;F;0;2;1;3;0;1;;1;52;GO;543.4;534.9;558.2;496.3;440
2;F;0;1;1;2;0;4;1;0;35;SP;593;673.5;658.9;605.3;620
3;M;0;3;1;1;1;1;1;0;35;SP;;;;;
3;M;0;3;1;1;1;1;;0;21;MA;;585.4;465.2;;700
2;M;0;2;1;2;0;3;1;0;15;PA;498.2;596;542.2;598;660
2;M;0;2;1;2;0;2;1;0;52;GO;397.5;556.6;402.5;479.2;320
7;F;1;3;1;1;4;1;1;0;15;PA;440.7;435;530.1;576;500
6;F;0;3;1;1;1;1;1;0;41;PR;489.8;632.7;595.1;648.7;580
3;F;0;3;1;2;0;2;1;0;29;BA;479.2;585.7;549.8;505.8;400
2;F;0;1;1;2;0;2;1;0;35;SP;552.6;580.8;545.1;498.2;360
6;F;;0;1;1;2;1;1;0;29;BA;;;;;
2;F;0;1;1;2;0;4;1;0;41;PR;618.9;655.5;600.3;737.3;700
3;F;0;2;1;1;1;1;1;0;31;MG;465.6;514.5;466.4;535.3;640
3;M;0;4;1;1;1;1;1;0;29;BA;592.1;672.1;637.7;699.4;520
2;F;0;3;1;2;0;2;1;0;35;SP;491.2;559.2;472.7;545;520
4;F;0;1;2;1;2;1;1;0;41;PR;469.6;606.5;513.6;534.7;860
8;F;0;1;1;1;5;1;1;0;23;CE;435.3;464.1;552.9;496.4;640
4;M;0;3;1;1;2;1;1;0;35;SP;446;471.5;545.4;467.5;700
8;M;1;3;1;1;4;1;1;0;29;BA;371.9;624.7;606.4;595.7;620
3;M;0;2;1;1;1;1;1;0;33;RJ;;485.8;430.4;;0
9;F;0;3;1;1;4;1;1;0;29;BA;501.4;;;516.3;
6;F;0;3;1;1;3;1;1;0;33;RJ;497.1;603;520.3;465.6;520
3;M;0;1;1;2;0;2;1;0;21;MA;381.6;563;521.3;424;320
2;F;0;3;1;2;0;4;1;0;33;RJ;573.7;664.6;611.6;680.1;540
6;F;0;3;1;1;3;1;1;0;35;SP;502.5;607.9;461.8;468.5;340
3;M;0;3;1;1;1;1;1;0;31;MG;441.3;602.5;574.8;512.5;560
1;F;0;1;1;3;0;1;;1;50;MS;409.3;451;555.3;415.3;0
11;F;0;3;1;1;8;1;1;0;13;AM;415;494;451.3;403.3;480
4;F;;5;1;2;0;2;1;0;31;MG;;;;;
3;F;0;1;1;2;0;2;1;0;42;SC;;;;;
4;F;0;3;1;2;0;2;1;0;13;AM;405.4;558.6;506.6;439.4;620
3;M;0;2;1;2;0;2;1;0;53;DF;443.4;428.1;418.2;477.4;320
11;M;0;1;1;1;10;1;;0;52;GO;667.5;701.7;627.4;687.9;380
5;F;0;3;1;1;2;1;1;0;31;MG;455.8;541;545.3;553.3;440
3;F;0;1;1;1;1;1;;0;35;SP;508;567.8;487.5;572.2;500
5;F;0;1;1;1;3;1;;0;41;PR;471.5;615.9;590.9;495.9;580
3;F;0;3;1;2;0;2;1;0;31;MG;443.1;602;503.6;511.3;780
1;F;0;1;1;2;0;2;1;0;21;MA;439.7;464.8;520.7;463.3;400
13;M;0;3;1;1;12;1;1;0;13;AM;463.6;595.9;495.5;420.8;340
7;M;0;1;1;1;4;1;;0;26;PE;422.7;471;519.3;492.8;600
7;F;0;3;1;1;5;1;1;0;52;GO;384.4;442.8;506.8;496.5;620
6;F;0;3;2;1;3;1;1;0;21;MA;389.6;570.9;529.8;408.4;640
2;M;0;1;1;2;0;2;1;0;35;SP;560.6;651;590.9;637.1;560
13;F;0;3;1;1;12;1;1;0;21;MA;392.4;467.5;504.3;401;340
3;M;0;3;1;2;0;2;1;0;16;AP;638.1;626.3;601.8;627.6;580
2;F;0;3;1;3;0;1;;1;51;MT;424.1;488.9;424.5;536.5;620
3;F;0;3;1;2;0;1;1;0;51;MT;478.7;589.3;476.9;582.1;680
11;M;;2;1;1;10;1;1;0;29;BA;;;;;
3;F;0;1;1;1;1;1;1;0;35;SP;486.2;619.5;505.1;448.9;360
3;M;;2;1;2;0;1;1;0;35;SP;384.4;542.3;543.3;597;440
2;F;0;3;1;2;0;4;1;0;22;PI;514.3;664.8;663.9;732.6;780
11;F;0;1;1;1;12;1;1;0;51;MT;484.8;596.8;507.2;496.5;300
2;F;0;1;1;3;0;1;;1;31;MG;549.8;572.5;608.4;645.9;760
11;F;0;3;1;1;12;1;1;0;21;MA;546.7;549.2;521.8;384.6;400
4;F;0;3;1;2;0;1;1;0;21;MA;625.7;683.6;644.4;687.6;840
3;M;0;1;1;2;0;2;1;0;35;SP;507.8;638.3;612.3;508.1;400
2;M;0;1;1;2;0;2;3;0;27;AL;459.4;430.3;412;541.9;320
11;F;0;2;1;1;10;1;1;0;52;GO;424.7;505.2;524.1;424.8;340
2;M;0;1;1;2;0;2;1;0;35;SP;;;;;
2;F;0;1;1;2;0;1;1;0;31;MG;657.3;672.5;623.2;726.1;740
5;F;0;3;1;1;3;1;1;0;52;GO;;;;;
12;F;1;1;1;1;12;1;1;0;43;RS;;;;;
2;F;0;3;1;2;0;2;1;0;21;MA;455.7;618.9;572.3;481.8;640
2;F;0;3;1;2;0;1;1;0;52;GO;463.7;637.5;587.8;670.6;580
2;F;0;1;1;2;0;4;1;0;33;RJ;595.7;689.6;662.8;714.6;480
3;F;0;1;1;2;0;1;1;0;43;RS;;522.5;482.7;;400
9;F;;2;1;1;2;1;1;0;21;MA;;;;;
1;F;0;3;1;3;0;1;;1;28;SE;401.5;470.1;471.6;485.4;440
2;M;0;4;1;2;0;2;1;0;41;PR;582.8;632.5;574.9;660.5;580
2;M;0;1;1;2;0;2;1;0;35;SP;521.4;637.5;573.3;672.6;500
5;F;0;3;1;2;0;1;1;0;29;BA;408.4;557.6;434.8;493.8;0
3;M;0;1;1;1;1;1;;0;35;SP;610.4;686;646.3;745.4;820
3;M;0;3;1;1;1;1;1;0;53;DF;404.2;456.6;521.2;582.7;380
2;F;0;1;1;2;0;2;1;0;24;RN;396.9;593.6;516.7;410.3;660
12;F;1;3;1;1;12;1;1;0;21;MA;473.3;602.8;592.3;671.7;460
2;M;;2;1;2;0;2;1;0;31;MG;519.6;470.4;543.1;543.6;540
2;M;0;1;1;2;0;2;1;0;41;PR;471.3;654;493.2;780.2;800
5;M;0;3;1;2;0;1;1;0;25;PB;617.1;529.6;619.3;625.7;680
4;M;0;1;2;2;0;2;1;0;31;MG;;542;470.7;;260
3;F;0;1;1;2;0;1;1;0;43;RS;451.1;568.2;479.4;396.1;540
2;F;0;1;1;2;0;2;1;0;35;SP;;453.5;434;;280
2;M;0;3;1;2;0;2;1;0;29;BA;458.9;422.5;508.6;530.9;360
2;M;0;1;1;2;0;4;1;0;35;SP;638.9;676;583.2;737.2;640
13;F;2;3;1;1;12;1;1;0;35;SP;;;;;
5;F;0;3;1;1;2;1;1;0;26;PE;427.5;536.6;502.3;469.9;360
9;M;0;3;1;1;6;1;;0;51;MT;390.3;628.8;516.9;603.6;480
5;F;1;5;1;2;0;2;1;0;26;PE;;;;;
2;M;0;3;1;3;0;1;;1;15;PA;451.9;483;491.8;459.1;360
4;F;0;1;1;1;1;1;;0;42;SC;668;697.8;657.8;751.4;760
3;F;0;1;1;1;1;1;;0;35;SP;;;;;
3;F;0;3;1;2;0;2;1;0;31;MG;537.3;591.5;540.7;485.7;360
10;F;0;3;1;1;5;1;3;0;26;PE;422.9;489.2;475.8;484.5;320
13;F;1;3;1;1;12;1;1;0;31;MG;;;;;
1;F;;1;1;3;0;1;;1;31;MG;373.5;483.1;473;457.1;400
3;F;0;1;1;1;1;1;;0;35;SP;;;;;
8;M;0;3;1;2;0;2;3;0;15;PA;;;;;
2;F;0;1;1;2;0;4;1;0;35;SP;468.3;561.2;515.5;470.1;360
6;F;0;1;1;1;4;1;;0;41;PR;;;;;
5;F;0;1;1;1;3;1;;0;35;SP;;;;;
4;M;0;2;1;1;2;1;1;0;29;BA;520.5;484.8;556;569.3;540
5;M;0;3;1;2;0;2;1;0;27;AL;;;;;
15;F;0;1;1;1;12;1;;0;15;PA;409.7;548.6;490.1;414.5;360
4;M;0;3;1;1;2;1;;0;35;SP;588.4;692;637.8;668.2;380
3;F;0;3;1;3;0;1;;1;15;PA;505;671.5;535.8;450.6;760
2;M;0;3;1;2;0;2;1;0;13;AM;461.4;616.1;579.7;673.4;500
3;M;0;3;1;2;0;1;1;0;29;BA;465.8;598;456.5;420.2;560
11;F;0;3;1;1;10;1;1;0;29;BA;475.4;533.2;523.8;647.5;460
2;M;0;3;1;2;0;2;1;0;32;ES;406.1;442;419.5;457.9;0
7;M;0;1;1;1;5;1;1;0;31;MG;486.7;615.2;594.8;564.9;580
16;F;0;3;1;2;0;2;3;0;52;GO;437.6;494.1;391.2;545.2;0
7;M;0;3;1;1;4;1;1;0;26;PE;607.4;669.9;618.5;647.8;560
13;F;0;2;1;1;12;1;1;0;28;SE;420;466.9;459.9;621.6;660
4;F;0;3;1;1;1;1;1;0;23;CE;;;;;
12;F;;2;1;1;8;1;1;0;24;RN;;;;;
4;M;0;3;1;1;2;1;;0;13;AM;405.1;408.9;506;494.7;0
9;M;0;3;2;1;6;1;;0;21;MA;489;577.6;535.7;431.9;400
2;F;0;1;1;2;0;4;1;0;29;BA;567.5;560.8;601;600.6;940
11;M;0;1;1;1;1;1;1;0;23;CE;473.7;538.3;566;445;260
4;M;0;3;1;1;1;1;1;0;31;MG;610.6;663.4;618.9;648.3;500
13;F;1;2;1;1;12;1;1;0;52;GO;368.5;486.5;398.8;453.2;440
11;M;0;2;1;1;1;1;;0;33;RJ;;590.3;414.2;;280
5;F;0;1;1;1;2;1;1;0;43;RS;455.3;471.9;461;610.4;340
3;F;0;3;1;2;0;2;1;0;53;DF;464.5;554.8;449.3;394.1;360
11;F;;1;1;2;0;2;1;0;24;RN;393.3;422.8;505.3;447.4;540
3;M;0;3;1;2;0;2;1;0;23;CE;373.9;0;471.1;393.9;260
3;F;0;3;1;1;1;1;;0;29;BA;394;464.3;510.1;391;360
2;M;0;3;1;3;0;1;;1;27;AL;503.7;557.9;601.9;654.7;0
12;F;0;1;1;1;12;1;;0;51;MT;;;;;
4;M;0;3;1;2;0;1;1;0;41;PR;495.2;567.2;477.1;436.6;280
2;F;0;3;1;2;0;2;1;0;15;PA;440;549.8;463.7;394.5;720
13;M;1;3;1;1;12;1;1;0;26;PE;532.9;616.7;560.2;503.8;640
9;F;0;3;1;1;3;1;1;0;22;PI;;;;;
5;F;0;3;1;1;3;1;1;0;31;MG;559.8;639.6;674.4;642.5;900
4;F;0;4;1;1;1;1;;0;15;PA;382.2;561;548.4;475.6;680
9;M;0;1;1;1;5;1;1;0;26;PE;382.6;551.9;460.8;422.8;320
4;F;0;3;1;2;0;2;3;0;25;PB;;;;;
5;M;0;3;2;2;0;1;3;0;31;MG;;;;;
11;F;0;1;2;1;8;1;1;0;26;PE;;;;;
1;M;0;4;1;3;0;1;;1;35;SP;565.9;647.6;584.5;690.4;600
4;F;0;0;1;1;1;1;1;0;31;MG;554.9;563.9;553.2;465.8;540
11;M;0;1;1;1;10;1;;0;43;RS;451.8;567.2;490.6;503.6;620
5;M;0;2;1;1;3;1;;0;35;SP;432.4;634.9;605.7;671.9;720
2;F;0;1;1;2;0;2;1;0;35;SP;446.9;567.8;475.3;391.5;360
11;M;0;2;1;1;10;1;1;0;13;AM;;;;;
2;M;0;1;1;2;0;2;1;0;41;PR;524.1;612.6;588.2;585.9;340
6;F;0;1;1;1;3;1;1;0;35;SP;;;;;
1;F;0;1;1;3;0;1;;1;41;PR;476.2;603.3;609.3;377.9;580
3;F;0;1;1;1;1;1;;0;25;PB;434;537.1;474.4;428.1;500
3;M;0;2;1;2;0;2;1;0;51;MT;397.4;502.3;444.4;483.7;360
2;F;;5;1;2;0;4;1;0;29;BA;594.4;650.3;594.9;643.8;560
3;F;0;3;1;1;2;1;;0;41;PR;593.7;611.9;531.7;603.9;700
3;M;0;1;1;2;0;4;1;0;33;RJ;554.7;679.4;700;829.4;840
11;F;1;3;1;1;9;1;1;0;23;CE;381.5;592.4;519.9;489.2;640
2;F;0;1;1;2;0;2;1;0;35;SP;475.2;613.8;580.7;609.5;760
4;M;0;3;1;1;2;1;;0;42;SC;429.5;573.9;568.5;518.2;320
7;F;0;3;1;1;4;1;3;0;17;TO;;;;;
7;M;0;3;1;1;2;1;;0;35;SP;;;;;
1;M;0;3;1;3;0;1;;1;31;MG;435.2;451.9;512.8;473.7;460
7;F;0;2;1;1;1;1;;0;17;TO;364.9;523;536.9;449;340
1;M;0;3;1;3;0;1;;1;23;CE;504.1;619.3;525.1;489;540
12;F;;0;1;2;0;2;3;0;23;CE;;;;;
2;M;0;3;1;2;0;2;1;0;26;PE;474.3;526.9;481.1;633;300
2;M;0;3;1;2;0;4;1;0;23;CE;401;540.3;548.4;578.6;580
7;M;0;3;1;1;4;1;;0;21;MA;375;507.4;465.1;581.8;520
2;F;0;1;1;2;0;4;1;0;42;SC;557.1;641.6;598.2;474.8;560
4;F;0;3;1;1;1;1;1;0;29;BA;418;622.3;595.6;488.3;560
1;F;0;3;1;2;0;2;1;0;24;RN;493.9;597.9;564.1;583.8;340
4;F;0;1;1;1;1;1;3;0;15;PA;395.2;540.2;591.3;425.8;420
2;F;0;2;1;2;0;2;1;0;35;SP;435.4;583.8;505.4;499.7;320
2;M;0;3;1;2;0;2;1;0;31;MG;605.8;672.3;613.3;704;640
2;F;0;3;1;2;0;2;1;0;23;CE;549.6;652.1;523.1;615.4;780
3;F;0;1;1;2;0;1;1;0;35;SP;609.6;622;568.4;543.8;540
5;F;0;1;1;1;2;1;;0;23;CE;;;;;
3;F;;3;2;2;0;2;1;0;43;RS;458.2;505.6;504;458.9;480
5;M;0;3;1;1;1;1;1;0;13;AM;404.3;434.5;403.3;424;420
7;F;0;3;1;1;5;1;;0;51;MT;494;551.5;539.7;404.9;340
7;M;0;1;1;1;5;1;;0;26;PE;;;;;
2;F;0;1;1;3;0;1;;1;35;SP;604.2;646.1;611.8;690.2;420
1;M;0;3;1;3;0;1;;1;13;AM;418.2;494.4;403.7;476;440
10;M;1;3;1;1;6;1;1;0;12;AC;446.4;474.9;491.2;428.5;560
5;M;0;2;1;1;2;1;;0;31;MG;597.7;697.3;513;758.3;880
8;F;0;1;1;1;5;1;1;0;35;SP;;;;;
4;F;0;1;1;2;0;2;1;0;29;BA;510.6;535.9;505.2;470.7;360
7;F;0;3;1;1;5;1;1;0;33;RJ;461.8;664.3;533.4;777.5;840
2;F;0;1;1;2;0;2;1;0;41;PR;552.8;631.4;563.9;521.3;620
4;F;0;3;1;2;0;1;1;0;22;PI;401.9;511.4;434;440.2;360
4;M;0;3;1;1;1;1;1;0;33;RJ;550.4;594.7;607.9;622.5;560
3;F;0;1;1;2;0;4;1;0;43;RS;532.1;525.4;467;507.2;340
13;F;2;3;1;1;12;1;;0;31;MG;592.1;668.2;607;545.6;660
3;F;0;1;1;1;1;1;1;0;35;SP;433.9;464.6;542.4;454.5;640
12;F;0;3;1;1;9;1;3;0;16;AP;384.8;577.5;480.4;438.2;300
14;F;1;1;1;1;12;1;;0;29;BA;402.2;577.2;438.9;484.8;460
2;F;0;1;1;3;0;1;;1;35;SP;642.4;691.1;674.7;710;720
3;F;;3;1;2;0;2;1;0;31;MG;438;546.6;512.1;448;280
5;F;0;1;1;1;3;1;1;0;26;PE;395.9;499;479.7;549.3;540
2;F;0;2;1;2;0;1;1;0;35;SP;538.9;554.9;517.2;605.3;620
6;F;0;4;1;1;4;1;1;0;26;PE;;;;;
9;F;2;3;1;2;0;2;3;0;17;TO;;;;;
6;F;0;3;1;1;4;1;1;0;50;MS;;;;;
6;F;0;3;1;1;3;1;1;0;31;MG;565.3;401;552;415.1;520
2;F;0;3;1;2;0;2;1;0;23;CE;466.4;420;503.3;374.8;320
3;F;0;3;1;2;0;2;1;0;14;RR;445.1;477.8;404.5;392.6;280
3;M;0;3;1;2;0;2;1;0;15;PA;539.9;578.1;526.7;551.9;620
8;M;0;3;1;1;4;1;1;0;32;ES;433.2;449.8;511.9;451.1;340
2;F;0;3;1;2;0;2;1;0;41;PR;391;510.7;544.1;429.2;560
2;F;0;3;1;3;0;1;;1;50;MS;391.1;615.8;535.9;489.4;360
5;F;0;3;1;2;0;2;1;0;43;RS;401.7;452.5;373.7;488.7;360
3;F;0;1;1;2;0;1;1;0;41;PR;476;496.7;455.1;423.6;400
2;F;0;2;1;2;0;2;1;0;15;PA;421.5;641.6;554;452.5;760
4;F;0;3;2;1;2;1;1;0;26;PE;;;;;
11;M;0;3;2;1;8;1;1;0;26;PE;487.5;542.3;413.4;582.8;340
2;F;0;2;1;3;0;1;;1;21;MA;375.8;434.4;471.1;467.8;380
2;M;0;3;1;2;0;4;1;0;35;SP;528.9;458.5;559.6;431.6;420
2;F;0;2;2;2;0;1;1;0;17;TO;468.6;452;413.9;467;520
11;F;0;2;1;1;5;1;;0;35;SP;;;;;
2;F;0;1;1;2;0;2;1;0;41;PR;427.8;596.6;565.8;578.4;820
4;M;0;3;1;1;2;1;1;0;13;AM;467;509.4;501.9;435.8;680
4;F;0;2;2;1;2;1;1;0;51;MT;380.9;517.5;440.1;427.5;340
9;M;0;4;1;1;7;1;1;0;29;BA;;;;;
17;F;1;3;1;2;0;1;3;0;31;MG;;;;;
7;M;0;3;1;1;4;1;1;0;26;PE;538.1;638.1;568.9;670.6;640
6;M;0;3;1;1;3;1;1;0;15;PA;537.8;603.9;550.5;596.8;780
1;F;0;4;1;3;0;1;;1;26;PE;427.8;468;463.5;506.1;340
7;F;0;3;1;2;0;2;3;0;31;MG;;;;;
11;F;0;3;1;1;2;1;1;0;15;PA;;;;;
6;F;0;2;1;1;3;1;;0;17;TO;;;;;
2;F;0;3;1;3;0;1;;1;27;AL;;422.3;497.2;;340
3;F;0;1;1;1;1;1;;0;35;SP;548.1;614.8;564.9;450.7;540
17;M;0;2;1;1;12;1;1;0;13;AM;393.1;411.2;426.6;584.1;460
7;M;0;3;1;1;5;1;1;0;32;ES;428.4;501.8;526.2;506.1;440
3;M;0;2;1;1;1;1;1;0;35;SP;467.5;481.6;538;523;440
3;F;0;3;1;2;0;2;1;0;41;PR;418.9;570.3;481.8;486.3;360
2;F;0;2;1;3;0;1;;1;31;MG;514;538.3;520.8;415.5;580
3;F;0;2;1;2;0;1;1;0;29;BA;479;563.8;506.1;392.7;540
5;F;0;2;1;1;3;1;;0;32;ES;;;;;
2;M;0;3;1;2;0;2;1;0;27;AL;542.4;620.2;559.9;642;820
14;M;0;1;1;1;12;1;;0;24;RN;556.2;654.2;662.9;501.1;580
3;F;0;3;1;2;0;2;1;0;23;CE;;;;;
4;F;0;3;1;1;2;1;1;0;31;MG;442.8;626.8;634.6;521;860
5;F;0;3;1;2;0;2;3;0;52;GO;;;;;
3;M;0;2;1;2;0;2;1;0;52;GO;507.2;611.4;610.2;471.1;340
2;M;0;2;1;2;0;2;1;0;35;SP;;;;;
3;F;0;3;1;2;0;2;1;0;52;GO;498.9;571.3;486.4;454.7;540
16;F;2;2;1;1;2;1;;0;31;MG;396.7;475.8;383.7;414.6;220
8;M;0;2;2;1;4;1;1;0;29;BA;431.5;518.5;545.6;483.5;560
11;F;1;2;1;1;12;1;;0;51;MT;500.5;600.5;497.8;550;0
2;F;0;3;1;2;0;1;1;0;31;MG;400.7;580.3;427.2;522.5;360
1;M;0;1;1;3;0;1;;1;29;BA;483.9;541.8;587.5;618.6;560
1;M;0;3;1;3;0;1;;1;33;RJ;400.5;480.2;590;626.1;500
1;F;0;1;1;3;0;1;;1;35;SP;643.9;667.6;643.8;685.3;720
12;F;2;2;1;1;10;1;1;0;31;MG;448;648.4;622.6;565.5;580
7;M;0;2;1;1;3;1;1;0;35;SP;471.3;0;493;555.9;600
5;F;0;3;1;1;1;1;1;0;33;RJ;;;;;
11;F;0;4;1;1;1;1;3;0;41;PR;438.2;602.6;556.5;507.7;360
2;F;0;3;1;2;0;2;1;0;35;SP;430.6;577.6;535.8;498.2;680
3;F;0;3;1;2;0;2;1;0;35;SP;502.1;550.7;469.6;404;700
1;M;0;1;1;3;0;1;;1;25;PB;535.7;603.8;594;488;540
3;F;0;2;1;1;1;1;;0;31;MG;506.2;561.3;547;567.2;500
2;F;0;1;1;2;0;4;1;0;35;SP;554.6;652.6;612.2;664.5;720
11;F;1;1;1;1;10;1;3;0;11;RO;476.7;539.7;450.6;498.3;520
5;F;0;3;1;1;1;1;;0;17;TO;;;;;
3;F;0;3;1;2;0;2;1;0;26;PE;470.4;531.8;511.3;604;480
1;F;0;4;1;3;0;1;;1;15;PA;535.2;634.1;530.4;426.5;580
4;F;0;1;1;2;0;4;1;0;43;RS;475.6;465.5;390.8;553.1;360
2;F;0;1;1;3;0;1;;1;43;RS;;629.4;609.9;;700
2;F;0;1;1;3;0;1;;1;43;RS;494;462.9;484.3;549.3;300
4;M;0;1;1;2;0;1;1;0;33;RJ;467.7;537;554.4;436.4;700
2;F;0;1;1;2;0;2;1;0;35;SP;436.2;493.5;460.3;390.4;300
8;M;0;3;1;1;3;1;1;0;35;SP;425.9;470.1;450.6;516.5;340
6;F;0;3;1;1;3;1;1;0;15;PA;575.8;662.5;599.5;657;980
4;F;;3;1;1;1;1;;0;52;GO;556.6;648;592.9;546;680
5;F;0;1;1;1;3;1;;0;35;SP;417.8;488.8;545.9;475.9;520
2;M;0;1;1;2;0;2;1;0;25;PB;604.7;669.1;582.2;699.8;900
12;F;0;3;1;1;1;1;1;0;50;MS;;553;468.6;;340
3;F;0;1;1;1;1;1;;0;41;PR;529.9;631;578;540.5;620
3;M;0;2;1;1;1;1;1;0;33;RJ;394.9;585.1;467.5;422.7;860
3;F;0;1;1;1;0;1;;0;35;SP;612.1;660.5;644.8;559.1;720
2;F;0;3;1;3;0;1;;1;31;MG;523.8;647.9;588.1;553.9;600
4;F;0;3;2;1;3;1;1;0;12;AC;;;;;
11;F;1;1;1;1;8;1;1;0;32;ES;451;524.8;478.7;518.8;0
3;F;0;3;1;3;0;1;;0;31;MG;453.8;620.4;518.9;516.3;540
3;F;0;3;1;2;0;2;1;0;27;AL;397.8;460.1;486;588;240
14;M;1;1;1;1;12;1;1;0;42;SC;492.7;623;445.7;642.2;460
2;F;0;1;1;2;0;2;1;0;33;RJ;432.8;594.7;525.8;591.6;500
4;F;0;0;1;1;2;1;;0;41;PR;536.4;582.7;479.1;454.7;500
5;M;0;1;1;1;3;1;;0;43;RS;497.2;512;588.4;453.1;640
1;F;0;1;1;3;0;1;;1;35;SP;549.6;649.5;623.1;633.2;580
1;F;0;3;1;2;0;2;1;0;15;PA;370.6;596.6;527.9;490.4;700
4;F;0;3;1;2;0;2;1;0;29;BA;473.1;536.4;395.6;432.8;300
5;M;0;1;1;2;0;2;1;0;43;RS;;;;;
4;M;0;3;1;1;2;1;1;0;29;BA;516.2;601.5;482.5;477.6;720
15;F;1;1;1;1;12;1;;0;21;MA;;;;;
18;M;1;3;1;1;12;1;1;0;23;CE;511.9;468.7;579.4;462.3;320
12;M;1;3;1;1;12;1;;0;33;RJ;;;;;
10;F;;3;1;1;6;1;1;0;35;SP;;;;;
8;M;0;3;1;1;6;1;;0;51;MT;419.5;627.9;582.1;568.7;380
3;M;0;1;1;2;0;2;1;0;52;GO;564.7;646;628.3;695.8;680
3;M;0;1;1;2;0;2;1;0;41;PR;490.5;626.8;563.5;625;660
4;M;0;3;1;1;2;1;1;0;21;MA;;396.8;433.6;;280
3;F;0;1;1;1;1;1;;0;31;MG;;;;;
2;F;0;3;1;2;0;4;1;0;51;MT;375.7;577;477.5;494.7;440
6;F;0;3;1;1;0;1;;0;31;MG;436.4;622.1;525;522.1;0
2;F;0;3;1;2;0;2;1;0;35;SP;449.7;625.9;575.7;511.5;600
2;F;0;1;1;2;0;2;1;0;35;SP;380.8;625.5;531;405;600
2;F;0;3;1;3;0;1;;1;43;RS;533.2;630.7;567.9;476.9;420
7;F;0;1;1;1;5;1;1;0;23;CE;409;523.7;434.9;402.5;360
4;F;0;3;1;1;2;1;;0;35;SP;535.1;647.5;621.7;594.1;720
2;F;0;1;1;2;0;2;1;0;43;RS;408.3;551.5;487.1;471.6;620
18;F;0;3;1;1;11;1;1;0;16;AP;399.5;561.1;417.2;419.3;600
6;F;0;1;1;2;0;2;3;0;31;MG;;;;;
12;F;1;2;1;1;12;1;1;0;35;SP;479.2;603.3;496.1;382.7;0
3;M;0;1;1;1;1;1;;0;43;RS;606.4;674.5;610.8;613;900
9;M;0;2;1;1;7;1;1;0;31;MG;;;;;
2;F;0;3;1;2;0;4;1;0;22;PI;496.8;628.8;592.9;633.6;720
7;F;1;1;1;1;3;1;1;0;31;MG;;623;540.2;;340
4;F;0;3;1;1;1;1;;0;31;MG;453.6;502.6;478.9;486.2;320
5;F;0;1;1;1;2;1;1;0;35;SP;449.7;466.4;476;484.6;500
9;F;0;3;1;1;7;1;;0;42;SC;;;;;
3;F;0;1;1;1;1;1;;0;53;DF;680.9;702.9;680;774.7;900
5;M;0;1;1;1;1;1;1;0;26;PE;491.1;571.3;559.5;450.9;480
11;M;0;1;1;1;4;1;3;0;25;PB;511.1;622.9;662.7;497.6;580
3;F;0;1;1;1;1;1;1;0;50;MS;;;;;
2;M;0;2;1;2;0;2;1;0;35;SP;547;633.9;571;588.2;660
