TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
5;F;0;2;1;1;2;1;1;0;15;PA;445.6;619.9;555.5;544.9;820
2;M;0;1;1;2;0;1;1;0;35;SP;505.5;488.3;527.8;566.2;360
2;M;;3;1;2;0;2;1;0;35;SP;440;608.6;584.3;530;580
11;F;0;3;1;1;5;1;1;0;13;AM;;428.6;463.1;;400
4;F;0;1;2;2;0;2;1;0;41;PR;434.1;536;498.6;550.2;680
7;F;0;3;1;1;2;1;1;0;41;PR;;;;;
3;F;0;3;1;2;0;2;1;0;51;MT;441.9;589.1;417.4;435.8;300
2;F;0;1;1;3;0;1;;1;42;SC;397;588.5;547.6;466.5;360
2;F;0;1;1;2;0;2;1;0;42;SC;476.4;534.3;414.9;647.9;380
2;F;0;1;1;2;0;2;1;0;43;RS;550.7;623.4;567.3;538.9;640
2;F;0;2;1;2;0;2;1;0;29;BA;442.2;519.5;401;504.2;380
6;F;0;3;1;2;0;2;3;0;23;CE;;;;;
1;F;0;5;1;3;0;1;;1;53;DF;570.9;670.8;659.9;648.5;640
5;M;0;2;1;1;3;1;1;0;23;CE;517.9;583.2;548.9;536.6;360
3;F;0;1;1;1;1;1;;0;35;SP;541.4;629;601.1;614.1;540
2;M;0;3;1;2;0;2;1;0;35;SP;438.6;618.2;548.4;542;0
17;M;1;3;1;1;12;1;;0;31;MG;565.5;572.4;515.3;638.3;520
4;F;0;3;1;1;2;1;;0;27;AL;462;425.3;533.7;443;580
2;F;0;1;1;3;0;1;;1;35;SP;;;;;
6;M;0;1;1;1;4;1;1;0;35;SP;396.6;432.5;510.5;626.7;500
3;F;0;3;1;1;1;1;1;0;35;SP;;;;;
2;F;0;1;1;3;0;1;;1;42;SC;423;622.2;573.9;475.6;560
3;M;0;1;1;2;0;2;1;0;42;SC;566.4;584.9;555.8;613.6;560
4;F;0;3;1;1;2;1;;0;35;SP;416.3;626.6;574.1;495.5;640
2;F;0;1;1;2;0;4;1;0;41;PR;607.2;654.1;551;534.3;800
8;M;0;3;1;1;5;1;1;0;22;PI;556.2;652.5;600.4;517.3;580
11;F;0;1;1;1;12;1;1;0;42;SC;538.2;549.4;601.5;537.9;600
2;M;0;1;1;2;0;2;1;0;35;SP;596;524;578.5;594.3;340
1;F;0;3;1;3;0;1;;1;23;CE;463.9;586.9;577.7;468.9;260
8;F;0;3;1;1;5;1;1;0;31;MG;476.8;537;406.3;428.8;520
3;M;0;1;1;3;0;1;;0;29;BA;432.2;513.5;441.5;517.6;0
2;F;0;3;1;2;0;2;1;0;29;BA;446.3;463;451.7;454.2;0
5;F;0;1;1;1;3;1;;0;41;PR;491.1;645.1;634.6;532.7;740
4;F;0;3;1;1;2;1;;0;35;SP;418.4;527.6;537.9;615.6;500
1;M;0;1;1;3;0;1;;1;26;PE;634.9;669.6;647.2;758.9;720
8;M;0;3;1;1;1;1;;0;31;MG;539.2;602.6;518.8;514.1;300
3;F;0;1;1;1;1;1;;0;41;PR;;;;;
3;M;0;1;1;2;0;2;1;0;35;SP;609.2;658.2;607.8;788.1;520
5;F;0;0;1;1;1;1;;0;26;PE;449;584.4;591.6;612.1;680
4;M;0;3;1;1;2;1;;0;51;MT;596.3;643.2;601;689.6;480
7;F;0;4;1;1;4;1;1;0;21;MA;456.2;547.7;436;504;400
13;M;0;3;1;1;0;1;;0;27;AL;524.3;573.4;496.2;469.4;580
2;F;0;1;1;3;0;1;;1;33;RJ;433.4;579;516.2;485.4;680
4;F;0;1;1;1;1;1;;0;53;DF;548.6;639.4;606.1;538.7;640
1;F;0;1;1;3;0;1;;1;35;SP;498.1;590.6;556.7;712;640
9;F;0;3;1;1;5;1;2;0;29;BA;395;462;375.1;441;140
4;F;0;3;1;4;0;1;;0;52;GO;442.4;548.3;563.1;560.7;600
11;M;0;1;1;2;0;1;3;0;42;SC;;;;;
2;F;0;1;1;2;0;2;1;0;31;MG;415;525.6;492.4;488.8;300
1;M;0;1;1;3;0;1;;1;50;MS;404.4;561.7;591.2;538.9;640
3;M;0;1;1;2;0;2;1;0;35;SP;505.4;590.8;591.6;619.9;540
2;F;0;1;1;2;0;2;1;0;42;SC;528.7;510.3;568.1;447.6;600
14;F;1;2;1;1;12;1;1;0;31;MG;;;;;
12;F;0;3;1;1;12;1;1;0;21;MA;509.1;516.7;475.6;502.3;400
4;F;0;2;2;1;2;1;;0;31;MG;492.2;538.8;497.4;415.3;320
11;F;0;3;1;1;8;1;1;0;25;PB;607.9;646.9;639.3;623.5;600
2;F;0;1;1;2;0;2;1;0;35;SP;406.2;604.3;517.8;535.3;400
3;M;0;1;1;2;0;4;1;0;35;SP;632.9;687.1;634.5;674.5;700
6;M;;3;1;1;3;1;1;0;27;AL;;;;;
4;F;0;3;1;1;2;1;1;0;41;PR;465;488.6;432.1;553.4;580
3;F;0;1;1;1;1;1;1;0;29;BA;448.8;578.2;564.3;394.3;340
2;F;0;1;2;3;0;1;;1;42;SC;431;545;418.6;466.5;580
14;M;0;2;1;2;0;2;3;0;31;MG;;;;;
5;M;0;3;1;1;1;1;1;0;43;RS;550;599.8;537.1;546.6;540
1;F;0;3;1;3;0;1;;1;53;DF;581;659;645.6;429.5;780
2;M;0;3;1;2;0;2;1;0;11;RO;610.4;673;551.3;735.1;880
5;F;0;1;1;1;2;1;1;0;31;MG;588;559.3;473.3;555.6;600
2;M;0;1;1;3;0;1;;1;43;RS;593.8;663.8;619.4;758.3;640
4;M;0;3;1;1;1;1;1;0;22;PI;454.9;599.6;511;809.5;780
2;F;0;3;1;1;1;1;;0;29;BA;449.5;607.7;618.3;534.5;560
4;M;0;3;1;1;2;1;1;0;35;SP;415.7;572.5;542.8;729.7;380
3;M;0;3;1;2;0;2;3;0;21;MA;485.1;577.9;485.7;509.1;680
2;F;0;1;1;2;0;2;1;0;43;RS;476.8;479.8;495.3;443.7;360
2;F;0;1;1;2;0;1;1;0;35;SP;562.3;652.8;616.4;482.3;560
2;M;0;1;1;2;0;4;1;0;35;SP;647;644.8;586.7;699.5;640
8;F;0;1;1;1;6;1;1;0;26;PE;411.2;485.7;497.3;426.9;640
2;F;0;3;1;2;0;2;1;0;31;MG;499.9;583.7;535.4;508;800
12;F;0;3;1;1;12;1;1;0;25;PB;;;;;
4;F;0;3;1;1;1;1;1;0;21;MA;534.7;581.4;526.8;472.3;360
4;M;0;3;1;1;1;1;1;0;25;PB;517.5;595.7;469;596;600
5;M;0;1;1;1;1;1;;0;41;PR;;;;;
2;F;0;3;1;2;0;2;1;0;27;AL;487;607.8;476.1;540.7;680
3;F;0;3;1;2;0;2;3;0;33;RJ;;;;;
2;M;0;1;1;2;0;2;1;0;35;SP;;468.6;515.9;;280
6;F;0;1;1;1;3;1;;0;35;SP;;;;;
2;F;;1;1;3;0;1;;1;42;SC;526.3;545.1;506.7;539.2;620
6;F;0;3;1;1;1;1;;0;29;BA;390.9;450.3;406.4;481.3;440
6;M;0;1;1;1;3;1;;0;35;SP;557.7;676.2;642;662.8;700
3;F;0;3;2;1;1;1;;0;17;TO;595.9;647.7;650.8;573.1;600
8;M;0;1;1;1;1;1;3;0;43;RS;;;;;
6;F;0;1;1;1;4;1;1;0;31;MG;;;;;
8;F;0;1;1;2;0;2;3;0;26;PE;;;;;
3;F;0;3;1;2;0;2;1;0;31;MG;463.6;564.8;542.2;436.8;580
4;F;0;1;1;1;1;1;;0;11;RO;511.2;534;557.3;527.5;580
11;M;0;3;1;1;8;1;1;0;15;PA;;;;;
15;M;2;3;1;1;12;1;1;0;28;SE;491.9;621;523.4;459.2;360
6;F;0;3;1;1;3;1;;0;33;RJ;519.2;597.3;562.2;548.7;560
5;F;0;3;1;1;2;1;1;0;21;MA;;599.2;575.9;;360
3;F;0;3;1;2;0;2;1;0;23;CE;433.6;423.8;441;494.1;280
2;F;0;1;1;2;0;2;1;0;31;MG;554.9;484.2;531.8;565.6;520
7;F;0;2;1;1;5;1;1;0;16;AP;391.4;572.8;476.6;487;340
1;F;0;3;1;3;0;1;;1;31;MG;429.2;577;552.4;603.2;360
4;F;0;3;1;1;1;1;1;0;21;MA;;;;;
6;F;0;3;1;1;2;1;1;0;29;BA;492.1;454.8;469.5;474.9;440
8;M;0;3;1;1;6;1;1;0;23;CE;;;;;
12;M;1;3;1;1;12;1;1;0;12;AC;;;;;
12;F;0;1;1;1;12;1;3;0;21;MA;406.6;492.8;387.9;378.1;0
11;F;0;4;1;1;9;1;1;0;25;PB;442.9;611.3;577.6;506.3;740
7;F;0;3;1;1;6;1;;0;31;MG;670.5;715.5;684.9;723.2;960
11;F;0;3;1;1;9;1;;0;17;TO;;;;;
4;M;0;3;1;1;2;1;;0;35;SP;;;;;
7;F;0;3;1;1;4;1;1;0;31;MG;;;;;
3;F;0;3;1;1;1;1;;0;53;DF;451.6;506.2;527.6;473.8;360
12;F;;3;2;3;0;1;;0;11;RO;424.2;523.2;487.1;540.1;0
7;F;0;1;1;1;4;1;1;0;35;SP;573.4;576;530.4;572.7;760
1;F;0;3;1;3;0;1;;1;31;MG;398.3;504;431.1;499.5;600
4;M;0;1;1;2;0;1;1;0;43;RS;443;548.2;466.1;642.4;300
12;F;1;3;1;1;12;1;1;0;13;AM;577.4;626.5;520.5;581;520
6;M;0;1;1;1;4;1;;0;35;SP;718.3;714.6;687.2;821.9;960
3;F;0;4;1;1;1;1;;0;26;PE;454.4;641.7;614.8;562.7;720
1;M;0;1;1;3;0;1;;1;33;RJ;567.4;645.5;584.4;604.3;440
5;M;0;1;1;1;1;1;;0;43;RS;449.9;614.9;359.9;445.7;800
6;M;0;2;1;1;2;1;1;0;23;CE;597.8;611.6;568.6;576.9;640
2;F;0;3;1;2;0;2;1;0;35;SP;584.3;602.6;585.6;669.3;660
3;M;0;2;1;1;2;1;;0;21;MA;533.2;563.7;459.7;600;320
9;F;0;2;1;1;7;1;1;0;35;SP;;;;;
12;F;1;3;1;1;8;1;1;0;35;SP;478.5;479.8;506.6;398.5;560
2;F;0;3;1;2;0;1;1;0;51;MT;440.7;560;516.3;511.6;360
6;F;0;3;1;1;4;1;;0;26;PE;451.1;588.2;599.2;500.8;580
4;M;0;2;1;1;2;1;;0;22;PI;575.7;602.9;603.5;673.3;920
11;F;2;3;1;1;9;1;1;0;31;MG;432.6;515;392.8;505.8;520
3;M;0;3;1;2;0;2;1;0;11;RO;496.3;577.9;409.3;422.5;600
11;M;0;3;1;1;11;1;1;0;33;RJ;;;;;
8;M;0;2;1;1;5;1;1;0;32;ES;;;;;
5;F;0;3;1;1;1;1;1;0;27;AL;;;;;
13;F;0;2;1;1;12;1;1;0;29;BA;529.2;557.3;564.2;510.7;580
3;F;0;3;1;1;1;1;1;0;26;PE;;;;;
5;F;0;1;1;1;2;1;;0;33;RJ;678.1;650.9;573;702.4;0
13;F;0;3;1;1;12;1;1;0;26;PE;409.7;477.5;424.6;455.3;560
4;F;0;2;1;2;0;2;1;0;43;RS;448.8;439;322.1;426.3;340
13;F;1;1;1;1;1;1;;0;33;RJ;;;;;
2;F;0;1;1;2;0;2;1;0;35;SP;503.9;495.9;511.7;566.9;440
10;F;1;3;1;1;8;1;1;0;12;AC;;;;;
3;M;0;1;1;1;1;1;1;0;21;MA;444.9;585.6;586.2;559.7;760
2;M;0;3;1;2;0;2;1;0;22;PI;491.9;584.4;551.1;638.7;600
3;F;0;3;1;1;1;1;1;0;35;SP;594.8;649.9;669.2;642.7;680
11;F;0;1;1;1;9;1;3;0;31;MG;;;;;
2;M;0;1;1;3;0;1;;1;11;RO;750.9;773.2;661.6;776.4;620
2;F;0;2;1;3;0;1;;1;26;PE;388.3;530;412.5;506.6;540
2;F;0;1;1;2;0;2;1;0;26;PE;492.8;568.6;494.5;401.8;620
6;F;0;2;1;1;4;1;1;0;26;PE;481.5;604.3;543.1;660.4;560
10;F;0;3;1;1;5;1;1;0;15;PA;503.2;600.5;536.6;541.5;540
3;M;0;1;1;2;0;2;1;0;35;SP;472.8;525.3;498.2;538.4;520
6;F;0;1;1;1;3;1;;0;51;MT;666.1;705.2;655.6;737.6;860
3;F;0;1;1;2;0;1;1;0;42;SC;394.2;623.4;591.4;696.1;740
2;F;0;3;1;2;0;2;1;0;42;SC;528.6;533.9;533.4;428.9;600
3;F;0;3;1;2;0;4;1;0;52;GO;543.4;620.2;542.1;600.4;640
4;F;0;0;1;1;2;1;1;0;35;SP;;;;;
3;F;0;3;1;2;0;2;3;0;42;SC;447.5;544.1;427.6;411.1;540
11;F;2;1;1;1;5;1;1;0;41;PR;549.3;630.7;574.3;687.3;440
2;M;0;3;1;3;0;1;;1;29;BA;508.7;575;520;472.3;460
3;M;0;1;1;2;0;2;1;0;35;SP;511.7;663.5;617.6;687.3;800
11;F;0;2;1;1;10;1;1;0;31;MG;649.1;658.5;589.3;721.2;680
2;M;0;3;2;2;0;2;1;0;50;MS;540.8;614.9;529.2;459.7;560
9;M;0;1;1;1;6;1;;0;33;RJ;462.6;564.6;524.1;510.5;540
7;M;0;3;1;1;4;1;1;0;31;MG;;;;;
14;F;0;3;1;1;12;1;1;0;25;PB;550.6;490.7;576.1;575.6;340
2;F;0;3;1;2;0;2;1;0;21;MA;541.4;594.7;513.5;446.6;360
15;F;2;3;1;1;12;1;1;0;51;MT;;;;;
2;M;0;3;1;2;0;3;1;0;21;MA;431.1;465.5;469.8;392.7;0
8;M;0;3;1;1;6;1;1;0;35;SP;414;614.2;503.3;449.9;660
2;F;0;3;1;2;0;2;1;0;35;SP;412.7;441;435.8;407.4;340
11;F;0;1;1;1;1;1;;0;33;RJ;379;606.5;567.9;563.9;480
4;F;0;1;1;1;1;1;;0;35;SP;559.6;598.1;587.4;434.5;360
12;F;0;1;1;1;12;1;1;0;35;SP;;;;;
5;F;0;3;1;1;2;1;1;0;35;SP;;;;;
8;M;0;1;1;1;6;1;;0;35;SP;508.1;533.2;604.1;429.6;840
6;F;0;3;1;1;1;1;3;0;26;PE;496.5;543.2;580.5;583;520
2;F;0;3;1;2;0;1;1;0;35;SP;553.3;603.3;629.7;540.6;680
16;F;2;3;1;1;12;1;1;0;28;SE;;;;;
1;F;0;1;1;2;0;4;1;0;41;PR;516.4;603.6;486.7;484.9;780
2;M;0;3;1;2;0;2;1;0;35;SP;444.4;471.2;487.8;518.6;340
6;F;0;5;1;1;4;1;1;0;31;MG;;477.4;388.3;;520
4;F;0;3;2;1;3;1;1;0;23;CE;405.4;598.6;474.8;490;360
11;M;0;2;1;4;0;1;;0;31;MG;;;;;
3;F;0;3;1;2;0;2;1;0;23;CE;503.4;607;550.8;496.7;600
7;F;0;2;1;1;5;1;1;0;35;SP;;;;;
8;F;0;1;1;1;6;1;1;0;29;BA;445.9;668.9;569.9;665.3;740
4;F;1;4;1;2;0;2;1;0;52;GO;410.4;528.9;469.6;573.7;660
5;M;0;3;1;2;0;2;1;0;21;MA;480.1;426.8;526;439.3;320
3;M;0;3;1;1;1;1;1;0;23;CE;;440.2;452;;380
6;M;0;3;1;1;1;1;1;0;13;AM;;;;;
4;F;0;1;2;1;0;1;;0;33;RJ;396.3;515.5;397.5;574.2;500
6;F;0;2;1;1;3;1;1;0;35;SP;;;;;
3;M;0;0;1;2;0;2;1;0;23;CE;474.3;467;510.6;561.1;320
2;F;0;3;1;2;0;2;1;0;43;RS;455.9;613;540.7;450.7;620
3;F;0;3;1;1;1;1;1;0;23;CE;;431.6;539.6;;640
1;F;0;1;1;3;0;1;;1;52;GO;690;703.9;699.6;761.8;940
5;F;0;3;1;1;2;1;1;0;25;PB;432.7;480.8;492.4;416.1;560
11;M;0;1;1;1;3;1;;0;15;PA;;;;;
3;M;0;3;1;1;1;1;1;0;11;RO;;;;;
2;M;0;3;1;2;0;2;3;0;35;SP;455.1;595.6;538;483.8;520
1;M;0;1;1;3;0;1;;1;31;MG;398.3;607.4;557.4;564.7;780
2;F;0;1;1;2;0;2;1;0;24;RN;407.7;464.6;415.2;434.8;340
9;F;1;1;1;1;7;1;1;0;26;PE;;;;;
3;M;0;3;1;2;0;2;1;0;23;CE;418.9;493.6;548.4;578.8;600
2;F;0;1;1;2;0;2;1;0;35;SP;435.4;608.7;519.6;600.6;680
3;M;0;3;1;3;0;1;;0;26;PE;;;;;
2;M;0;2;1;2;0;2;1;0;23;CE;558.8;604.3;597.1;528.5;580
11;F;0;1;1;1;12;1;1;0;23;CE;;;;;
11;F;2;1;1;1;12;1;1;0;25;PB;581.1;674.6;616;539.5;560
3;F;0;1;1;2;0;2;1;0;27;AL;414.1;531.5;513.5;532.2;380
11;M;1;2;1;1;9;1;1;0;31;MG;452.3;535;408.5;465.7;420
3;F;0;1;1;1;1;1;1;0;35;SP;521.1;619.9;574.1;557.9;720
6;F;0;3;1;1;4;1;1;0;26;PE;389.9;449.7;417.9;488.6;400
2;F;0;3;1;3;0;1;;1;23;CE;453.1;651.4;551.2;434.2;680
11;F;0;3;1;1;12;1;1;0;15;PA;430.8;503.5;524.8;514;360
9;F;0;3;1;1;7;1;1;0;41;PR;579.8;634.8;587.6;521.2;560
3;F;0;1;1;2;0;2;1;0;35;SP;411.6;500.1;424.9;463.1;440
10;F;0;2;1;1;1;1;;0;29;BA;;;;;
4;F;0;3;1;2;0;2;1;0;35;SP;;490.9;454.1;;320
2;M;0;2;1;2;0;2;1;0;35;SP;457.7;596.1;576.5;664.8;560
4;F;0;1;1;1;2;1;1;0;43;RS;474.5;521.8;479.8;517.3;740
1;M;0;3;1;3;0;1;;1;52;GO;398.8;514.4;493.3;501.4;360
4;F;0;1;1;1;2;1;1;0;31;MG;514.4;639.5;597.1;387.1;760
5;F;0;2;1;1;2;1;1;0;31;MG;615.1;606.5;575.3;482.6;760
2;M;0;3;1;2;0;2;1;0;41;PR;452.3;577.8;569.2;512.6;300
2;F;0;4;1;2;0;2;1;0;26;PE;587.4;503.8;537.8;463.9;600
8;F;0;1;1;1;4;1;1;0;23;CE;437.9;0;576.6;507.5;760
3;F;0;4;1;1;1;1;1;0;35;SP;;;;;
4;M;0;3;1;1;2;1;1;0;33;RJ;425.2;612;515.5;468.3;500
4;F;0;1;1;2;0;2;1;0;35;SP;440.9;591.3;466.5;503.5;360
2;F;0;1;1;2;0;1;1;0;43;RS;401.1;444.8;398.7;495.6;360
2;F;0;3;1;3;0;1;;1;50;MS;480.5;569.5;583.5;399.5;440
10;F;0;3;1;1;7;1;1;0;24;RN;;;;;
1;M;;1;1;2;0;1;1;0;15;PA;536.8;594.1;600;558.5;540
2;F;0;3;1;2;0;3;1;0;35;SP;434.9;440.9;398.3;498.5;320
2;F;0;3;1;2;0;2;1;0;29;BA;536.5;669.7;602;548.7;500
11;M;1;1;1;1;6;1;1;0;43;RS;576.5;557.9;389.7;606.8;320
9;M;0;3;1;1;7;1;;0;32;ES;;;;;
4;M;0;1;1;1;1;1;1;0;35;SP;;445.2;517.3;;0
3;F;1;3;1;2;0;2;3;0;52;GO;;;;;
2;F;0;3;1;2;0;2;1;0;31;MG;426.8;635.9;479.4;464.1;500
2;F;0;1;1;2;0;2;1;0;21;MA;382.9;458.3;508.2;475.1;780
11;M;1;3;1;2;0;2;3;0;21;MA;;;;;
4;F;0;2;1;2;0;2;1;0;23;CE;533.1;578;566.5;447.6;620
11;F;;1;1;1;12;1;1;0;41;PR;;;;;
5;F;0;3;1;1;1;1;1;0;27;AL;543.2;543.8;528.7;423.1;620
5;M;0;3;1;1;3;1;;0;21;MA;542;637.5;581.1;481.1;680
6;F;0;2;1;1;4;1;1;0;29;BA;;;;;
11;F;2;3;1;1;12;1;1;0;31;MG;;;;;
11;F;;3;1;1;10;1;1;0;24;RN;643.1;681.3;636.4;669;980
3;F;0;1;1;1;1;1;;0;29;BA;488.1;606.2;557.7;484.7;760
3;F;0;1;1;1;1;1;1;0;35;SP;578.5;650.6;624.6;627.6;840
6;F;0;3;1;1;2;1;1;0;29;BA;469;600.1;476;568.1;360
3;F;0;1;1;2;0;1;1;0;35;SP;508.4;643.4;515.1;522.3;680
2;F;0;3;1;2;0;1;1;0;35;SP;529;637.5;611.2;419.6;560
11;M;0;1;1;1;10;1;;0;31;MG;;;;;
11;F;0;3;1;1;10;1;;0;33;RJ;587.1;667.2;625.6;564.2;640
11;F;0;1;1;1;9;1;1;0;23;CE;454;533.4;471.6;410.5;440
2;F;0;2;1;2;0;2;1;0;29;BA;518.7;567.5;527.1;429.4;560
11;F;2;1;1;1;12;1;1;0;42;SC;524.3;590.9;579.1;446.7;540
9;M;1;2;1;1;2;1;1;0;25;PB;;558.3;401.6;;320
3;F;0;1;1;2;0;1;1;0;29;BA;470.6;498.2;511.7;447.6;400
6;F;0;3;1;4;0;1;;0;33;RJ;;;;;
12;M;0;0;1;1;12;1;1;0;16;AP;457.9;489.2;498;468.8;540
8;F;0;1;1;1;6;1;1;0;41;PR;568.8;549.4;510.8;526.4;320
6;F;0;1;1;1;4;1;1;0;35;SP;465.9;628.4;600.8;502.9;600
2;F;;1;1;2;0;4;1;0;29;BA;561.7;649.5;655.4;601;880
3;M;0;3;1;1;1;1;;0;15;PA;476.5;443.8;412.4;424;520
3;M;0;3;1;2;0;2;1;0;31;MG;446.8;523.5;431.2;443.5;0
4;F;0;2;1;1;1;1;1;0;35;SP;577.4;596.9;610.7;390.1;640
3;F;0;1;1;1;1;1;1;0;35;SP;554.1;642.4;560.8;577.5;640
3;F;0;3;1;2;0;2;1;0;15;PA;524.3;632.9;550.1;584.5;720
6;M;0;1;1;1;3;1;;0;32;ES;562.3;623.3;593.1;453.4;560
6;F;1;1;1;2;0;1;3;0;25;PB;;403.1;426;;280
4;M;0;3;1;1;1;1;1;0;31;MG;507.2;468.7;455.6;494.4;480
1;F;0;2;1;3;0;1;;1;29;BA;439.9;622.8;490.7;485.7;480
4;F;0;1;1;2;0;1;1;0;43;RS;494.1;587.5;389.2;513.2;300
3;M;0;2;1;1;1;1;;0;33;RJ;437.3;495;411.4;441.8;380
8;F;0;1;1;1;6;1;1;0;31;MG;;698.3;664.2;;740
3;F;0;3;1;2;0;2;1;0;23;CE;453.4;529.2;461.6;453.6;480
3;F;0;2;1;1;1;1;1;0;35;SP;399.3;518.2;453.5;467.6;400
11;F;0;3;1;1;9;1;1;0;21;MA;;;;;
13;F;0;1;1;1;0;1;;0;13;AM;391.9;572.3;436.7;496.8;400
2;F;0;3;1;3;0;1;;1;33;RJ;487.7;614.8;577.1;395.3;580
6;F;0;3;1;1;4;1;1;0;31;MG;469;571.8;461.3;452.4;680
3;M;0;3;1;1;1;1;;0;35;SP;519.8;608;510.8;573.2;540
2;F;0;1;1;2;0;2;1;0;35;SP;451.3;428.4;536.8;484.5;340
3;M;0;1;1;2;0;2;1;0;31;MG;640.2;687.5;621.5;684.8;640
13;M;;3;1;2;0;2;3;0;23;CE;444.3;602.8;456.2;574.2;340
4;M;0;1;1;1;1;1;1;0;31;MG;615.8;656.6;565.3;641.6;640
1;M;0;3;1;2;0;2;1;0;17;TO;600.6;644.5;553.9;636.7;560
13;M;1;3;1;1;12;1;3;0;11;RO;;;;;
1;F;0;1;1;3;0;1;;1;52;GO;;;;;
3;F;0;3;1;1;1;1;1;0;25;PB;401.4;537.5;468.6;524.7;320
9;F;0;3;1;1;6;1;1;0;23;CE;484.4;598.3;450.4;542.8;600
11;M;1;1;1;1;1;1;1;0;23;CE;;;;;
1;F;0;3;1;3;0;1;;1;35;SP;373.7;596.7;528.6;539;380
3;F;0;3;1;2;0;1;1;0;50;MS;392.8;540.3;483.7;557;260
3;M;0;2;1;2;0;2;1;0;52;GO;577.2;532;407.3;454.5;520
2;F;0;1;1;2;0;2;1;0;35;SP;424.3;614.5;550.5;411.1;440
4;M;0;3;1;2;0;2;1;0;29;BA;493.3;586.3;621.8;566.9;680
10;M;0;3;1;1;8;1;;0;52;GO;488.8;493.1;512.8;616.3;680
4;F;0;2;1;1;1;1;1;0;31;MG;405;563.3;510.1;397;440
11;F;0;2;1;1;11;1;1;0;31;MG;605.7;668.1;651.6;630.3;620
10;F;0;1;1;1;8;1;;0;31;MG;605.5;672.4;613.5;683.4;680
12;F;0;1;1;1;12;1;1;0;31;MG;;;;;
12;M;0;3;1;1;12;1;1;0;23;CE;470.5;413.6;501.7;463.6;320
2;F;0;1;1;2;0;2;1;0;41;PR;563.2;625.2;633.9;629.4;320
12;F;1;3;1;1;10;1;1;0;31;MG;407.5;491.5;497.9;388.4;460
6;M;0;3;1;1;1;1;;0;50;MS;470.3;590.5;498.7;485.9;380
2;F;0;1;1;2;0;2;1;0;31;MG;428.1;578.6;428.1;476.2;320
2;F;0;3;1;2;0;2;1;0;31;MG;582.9;612.4;428.9;461.2;460
12;F;0;1;1;1;7;1;3;0;12;AC;433;568.4;522.5;491.1;320
10;F;0;3;1;1;4;1;3;0;33;RJ;;;;;
11;M;1;1;1;1;11;1;1;0;35;SP;;;;;
3;F;0;2;1;2;0;2;1;0;15;PA;509.6;466;570.8;396.9;520
11;F;0;3;1;1;6;1;1;0;31;MG;;;;;
4;M;0;3;1;2;0;2;1;0;26;PE;;437.9;468.7;;0
2;F;0;3;1;2;0;2;1;0;35;SP;566.3;607.6;607.6;559.1;840
3;F;0;3;1;1;1;1;1;0;29;BA;429.4;584.5;439.7;386.5;500
2;F;0;1;1;2;0;4;1;0;15;PA;475.3;604.6;569.5;493.9;840
11;F;0;1;1;1;11;1;1;0;33;RJ;;;;;
9;F;0;3;2;1;6;1;1;0;33;RJ;515.4;441.4;488.6;439.4;520
2;M;0;3;1;2;0;2;1;0;26;PE;415.3;422.8;431.3;438.1;280
8;F;0;2;1;1;5;1;1;0;29;BA;543.9;430.2;497.4;577.8;500
3;F;0;1;1;2;0;2;1;0;41;PR;479.2;650.7;570.3;496.7;580
2;M;0;3;1;2;0;4;1;0;41;PR;690.9;699.2;654.4;767.1;760
9;M;0;3;1;1;6;1;1;0;21;MA;377.5;608.7;443.8;411.2;440
5;M;0;0;1;4;0;1;;0;28;SE;416;506.5;425.9;425.4;460
6;M;0;3;1;1;3;1;;0;43;RS;;555.2;592.3;;340
3;F;0;3;1;1;1;1;1;0;35;SP;;;;;
2;M;0;1;1;3;0;1;;1;35;SP;527.8;477.2;531.5;511.5;260
3;F;0;1;1;1;1;1;1;0;43;RS;;;;;
4;F;0;1;1;1;2;1;;0;31;MG;696.8;710.4;643.2;810.1;980
11;F;0;2;1;1;8;1;1;0;23;CE;468.9;460.5;366.7;377.3;340
6;M;0;2;1;1;3;1;1;0;22;PI;498.3;610.6;628.2;613.4;520
4;F;0;1;1;4;0;1;;0;26;PE;;;;;
12;F;1;1;1;1;12;1;;0;41;PR;;;;;
11;F;1;1;1;1;3;1;3;0;27;AL;476.1;567.3;528;430.6;520
4;F;0;1;1;1;2;1;;0;42;SC;413.1;425.4;489.5;525.7;360
3;M;0;1;1;3;0;1;;0;42;SC;579.4;660.1;584.6;741.1;760
4;F;0;3;1;2;0;2;1;0;53;DF;376.6;515.7;519.6;519.3;340
1;F;0;2;1;2;0;2;1;0;15;PA;439.3;602.1;583.5;522.7;760
5;M;0;3;1;1;1;1;3;0;17;TO;543.4;557.3;477.7;621.7;280
4;F;0;1;1;2;0;2;1;0;23;CE;572;594.6;423.4;466.9;360
9;F;0;3;1;1;7;1;1;0;35;SP;507.9;618.4;576.7;657.5;400
2;F;0;3;1;2;0;2;1;0;22;PI;446.4;420.8;481.8;519.1;520
1;F;0;3;1;3;0;1;;1;15;PA;565.9;586.8;580.5;674.5;600
